coor.Image X [mm];coor.Image Y [mm];disp.Horizontal Displacement U [mm];disp.Vertical Displacement V [mm];strain.Strain-global frame: Exx [ ];strain.Strain-global frame: Eyy [ ];strain.Strain-global frame: Exy [ ]
3.800000000E+000;2.352500000E+001;1.642770280E-002;-2.665703447E-002;-1.895232761E-003;7.545330250E-003;-2.250653240E-003
1.080000000E+001;2.540000000E+001;7.194233443E-003;-2.039368932E-002;-1.491102495E-003;1.176605799E-002;-3.794501000E-003
1.142500000E+001;1.490000000E+001;3.601231027E-005;-1.549601436E-001;-2.908318868E-003;1.055200327E-002;-3.365318975E-003
4.050000000E+000;2.140000000E+001;2.637741047E-002;-4.431345322E-002;-2.827510718E-003;8.888294273E-003;-3.707170957E-003
3.800000000E+000;2.077500000E+001;3.144479859E-002;-4.945555092E-002;-2.465551786E-003;8.970824299E-003;-4.380111424E-003
7.925000000E+000;2.265000000E+001;1.387532531E-002;-2.563829428E-002;-8.075142791E-004;4.959312864E-003;-1.820232841E-003
9.800000000E+000;2.040000000E+001;-1.822270918E-003;-7.202262481E-002;-3.677461673E-003;1.384192189E-002;-3.941595983E-003
1.092500000E+001;2.552500000E+001;6.736468754E-003;-1.960322760E-002;-1.516086589E-003;1.207800402E-002;-3.796378033E-003
3.800000000E+000;2.365000000E+001;1.596882587E-002;-2.570952166E-002;-1.835172991E-003;7.492858455E-003;-2.219220126E-003
3.675000000E+000;2.377500000E+001;1.564663350E-002;-2.477531336E-002;-1.777185372E-003;7.436649268E-003;-2.244410712E-003
1.155000000E+001;1.490000000E+001;-2.963327705E-004;-1.556016659E-001;-2.867165224E-003;1.057841255E-002;-3.451997350E-003
1.067500000E+001;2.540000000E+001;7.275377596E-003;-1.975676764E-002;-1.368125729E-003;1.140658763E-002;-3.731676573E-003
8.050000000E+000;2.265000000E+001;1.377846882E-002;-2.602579304E-002;-9.456410456E-004;5.167581028E-003;-2.236915369E-003
3.425000000E+000;2.065000000E+001;3.313723452E-002;-4.974392709E-002;-2.242532935E-003;8.433525784E-003;-4.405094237E-003
3.925000000E+000;2.352500000E+001;1.622892058E-002;-2.672027145E-002;-1.901154275E-003;7.551540594E-003;-2.191355757E-003
5.550000000E+000;1.565000000E+001;1.725761350E-002;-1.224647119E-001;-4.467178742E-003;9.000729037E-003;-5.766467207E-003
1.105000000E+001;2.552500000E+001;6.489054785E-003;-2.030511078E-002;-1.576467826E-003;1.244403186E-002;-3.795608784E-003
2.800000000E+000;1.940000000E+001;4.101898776E-002;-5.756321937E-002;-1.323472871E-003;6.810935851E-003;-3.715124553E-003
1.167500000E+001;1.490000000E+001;-5.927857926E-004;-1.563317825E-001;-2.825712877E-003;1.060326815E-002;-3.533507136E-003
3.300000000E+000;2.052500000E+001;3.428079155E-002;-5.044473161E-002;-2.111741377E-003;8.226631674E-003;-4.412795010E-003
3.550000000E+000;2.065000000E+001;3.291053740E-002;-5.002988547E-002;-2.286806564E-003;8.624386611E-003;-4.427936468E-003
4.050000000E+000;2.352500000E+001;1.599856385E-002;-2.675488610E-002;-1.905023383E-003;7.554047767E-003;-2.130121031E-003
8.175000000E+000;2.265000000E+001;1.365051192E-002;-2.649928466E-002;-1.110350510E-003;5.421661588E-003;-2.648088942E-003
1.117500000E+001;2.552500000E+001;6.236375355E-003;-2.102838272E-002;-1.638465024E-003;1.281512516E-002;-3.796051225E-003
5.675000000E+000;1.565000000E+001;1.656973427E-002;-1.247604346E-001;-4.420605026E-003;8.683901530E-003;-5.835940456E-003
3.425000000E+000;2.052500000E+001;3.401756175E-002;-5.079615884E-002;-2.151359228E-003;8.427070730E-003;-4.444778445E-003
1.130000000E+001;2.552500000E+001;5.984407933E-003;-2.178927488E-002;-1.703720649E-003;1.319080896E-002;-3.796507040E-003
4.175000000E+000;2.352500000E+001;1.573046579E-002;-2.680948747E-002;-1.913208497E-003;7.551715198E-003;-2.046546973E-003
8.300000000E+000;2.265000000E+001;1.358606071E-002;-2.712699899E-002;-1.296867702E-003;5.717682747E-003;-3.045619137E-003
5.800000000E+000;1.727500000E+001;2.983856763E-002;-1.105538954E-001;-3.740711025E-003;1.214103141E-002;-4.754830696E-003
2.800000000E+000;2.115000000E+001;3.119224242E-002;-4.465731567E-002;-2.216179472E-003;7.716959433E-003;-4.059996197E-003
3.550000000E+000;2.052500000E+001;3.372826354E-002;-5.112049976E-002;-2.190457241E-003;8.630021439E-003;-4.475327766E-003
1.080000000E+001;2.552500000E+001;6.945293366E-003;-1.896808678E-002;-1.384168107E-003;1.171352616E-002;-3.717683585E-003
8.300000000E+000;2.277500000E+001;1.355009818E-002;-2.644394442E-002;-1.131560872E-003;5.761504596E-003;-2.956411559E-003
9.925000000E+000;2.052500000E+001;-1.192107598E-003;-7.239270196E-002;-3.798710240E-003;1.351807519E-002;-3.915914365E-003
2.800000000E+000;2.227500000E+001;2.440349826E-002;-3.565637250E-002;-2.171616214E-003;7.831829588E-003;-3.297271316E-003
3.675000000E+000;2.052500000E+001;3.347395407E-002;-5.144109155E-002;-2.227298299E-003;8.835041344E-003;-4.502451636E-003
1.142500000E+001;2.527500000E+001;6.036396256E-003;-2.593163835E-002;-1.989925277E-003;1.360924238E-002;-3.970506965E-003
6.925000000E+000;1.565000000E+001;1.170277310E-002;-1.444852597E-001;-3.197162676E-003;5.002284947E-003;-3.173229887E-003
2.800000000E+000;2.240000000E+001;2.349749584E-002;-3.457962962E-002;-2.137458366E-003;7.798285933E-003;-3.204414915E-003
8.300000000E+000;2.290000000E+001;1.340593963E-002;-2.581401660E-002;-9.779070622E-004;5.810333960E-003;-2.872092346E-003
9.425000000E+000;2.040000000E+001;2.768972632E-004;-6.417163349E-002;-4.227778318E-003;1.315119464E-002;-4.794104893E-003
2.800000000E+000;2.252500000E+001;2.288348816E-002;-3.361949364E-002;-2.102796943E-003;7.763070596E-003;-3.112686837E-003
1.142500000E+001;2.540000000E+001;5.913790231E-003;-2.427040228E-002;-1.882996024E-003;1.359269043E-002;-3.886577514E-003
3.675000000E+000;2.065000000E+001;3.264369594E-002;-5.031238558E-002;-2.329663640E-003;8.816241335E-003;-4.446320207E-003
1.092500000E+001;2.565000000E+001;6.453856483E-003;-1.814096909E-002;-1.407733620E-003;1.202636113E-002;-3.717550426E-003
9.925000000E+000;2.040000000E+001;-2.319566306E-003;-7.417501487E-002;-3.520366863E-003;1.385011976E-002;-3.701114927E-003
2.925000000E+000;2.265000000E+001;2.199719093E-002;-3.275953945E-002;-2.090346117E-003;7.750020245E-003;-3.000867498E-003
4.675000000E+000;1.365000000E+001;1.161853439E-002;-1.280044547E-001;-2.846130994E-003;9.326110943E-003;-4.965996420E-003
1.142500000E+001;2.552500000E+001;5.704761914E-003;-2.254766960E-002;-1.771748196E-003;1.357209327E-002;-3.799615419E-003
3.800000000E+000;2.377500000E+001;1.550270462E-002;-2.478369449E-002;-1.779278885E-003;7.443978080E-003;-2.193354579E-003
1.105000000E+001;2.565000000E+001;6.246366135E-003;-1.880010270E-002;-1.466790740E-003;1.239502744E-002;-3.715196615E-003
5.800000000E+000;1.765000000E+001;3.496160176E-002;-1.057886476E-001;-2.045621766E-003;1.515446654E-002;-3.278070839E-003
3.925000000E+000;2.365000000E+001;1.576452702E-002;-2.572513757E-002;-1.839062382E-003;7.498193158E-003;-2.162165176E-003
4.675000000E+000;1.377500000E+001;1.207223755E-002;-1.267327081E-001;-2.932093090E-003;9.358908518E-003;-4.974878824E-003
1.030000000E+001;2.077500000E+001;-9.383144029E-004;-7.427634049E-002;-3.732450701E-003;1.314401582E-002;-3.496719964E-003
3.925000000E+000;2.377500000E+001;1.525995033E-002;-2.479972012E-002;-1.781400107E-003;7.448819299E-003;-2.138685808E-003
1.117500000E+001;2.565000000E+001;6.018909574E-003;-1.945748416E-002;-1.527366521E-003;1.277071408E-002;-3.713518184E-003
5.800000000E+000;1.777500000E+001;3.613457239E-002;-1.040993322E-001;-1.572907207E-003;1.626869048E-002;-2.801102471E-003
3.675000000E+000;2.027500000E+001;3.512528097E-002;-5.368339663E-002;-1.992405453E-003;8.857125926E-003;-4.554887448E-003
5.800000000E+000;1.790000000E+001;3.699488873E-002;-1.021435511E-001;-1.232738143E-003;1.732420017E-002;-2.423315098E-003
1.130000000E+001;2.565000000E+001;5.811605880E-003;-2.017941396E-002;-1.591764791E-003;1.315319874E-002;-3.711270923E-003
4.675000000E+000;1.390000000E+001;1.260015440E-002;-1.255323638E-001;-3.021021489E-003;9.397580070E-003;-4.979031265E-003
3.300000000E+000;2.065000000E+001;3.341859547E-002;-4.941457953E-002;-2.197230197E-003;8.244300706E-003;-4.379949872E-003
7.800000000E+000;1.252500000E+001;4.667460859E-003;-1.648622863E-001;-3.114891050E-004;7.161814705E-003;-6.068693708E-004
2.800000000E+000;2.302500000E+001;2.038907841E-002;-2.954183995E-002;-1.943159222E-003;7.634681132E-003;-2.799837997E-003
9.550000000E+000;1.952500000E+001;-1.040772495E-002;-8.087212087E-002;-1.498608509E-003;1.803981356E-002;-2.570786940E-003
1.142500000E+001;2.565000000E+001;5.567593624E-003;-2.092482843E-002;-1.659313304E-003;1.354342975E-002;-3.710996233E-003
3.550000000E+000;2.040000000E+001;3.454980615E-002;-5.216499772E-002;-2.084491540E-003;8.628609943E-003;-4.502112034E-003
6.925000000E+000;1.552500000E+001;1.140074902E-002;-1.449598022E-001;-2.887196029E-003;5.024070894E-003;-3.103246884E-003
9.675000000E+000;1.952500000E+001;-1.051593434E-002;-8.345714540E-002;-1.495796699E-003;1.748034281E-002;-2.621772256E-003
1.155000000E+001;2.540000000E+001;5.592471930E-003;-2.516000439E-002;-1.955399923E-003;1.396664318E-002;-3.895900689E-003
1.055000000E+001;2.515000000E+001;7.979926866E-003;-2.184488536E-002;-1.449918245E-003;1.117136373E-002;-3.827016698E-003
3.675000000E+000;2.040000000E+001;3.429240088E-002;-5.253704642E-002;-2.114464300E-003;8.846211874E-003;-4.538076940E-003
1.130000000E+001;2.577500000E+001;5.564010841E-003;-1.853315315E-002;-1.480139676E-003;1.313919172E-002;-3.571867916E-003
5.550000000E+000;1.890000000E+001;4.258790141E-002;-7.621783106E-002;-1.507731271E-003;1.769518939E-002;-4.149317972E-003
2.800000000E+000;2.290000000E+001;2.095918814E-002;-3.058661742E-002;-1.981556295E-003;7.664656138E-003;-2.868170423E-003
1.155000000E+001;2.552500000E+001;5.411803877E-003;-2.345108919E-002;-1.843373265E-003;1.395840105E-002;-3.805884009E-003
1.142500000E+001;2.577500000E+001;5.348522392E-003;-1.924990381E-002;-1.547802752E-003;1.353441441E-002;-3.569558025E-003
3.800000000E+000;2.040000000E+001;3.402678169E-002;-5.292065352E-002;-2.141777954E-003;9.065988586E-003;-4.574739527E-003
1.155000000E+001;2.565000000E+001;5.238038983E-003;-2.171851910E-002;-1.729542739E-003;1.394118749E-002;-3.713476885E-003
5.550000000E+000;1.552500000E+001;1.649262687E-002;-1.236665407E-001;-4.363012158E-003;8.928230379E-003;-5.752515270E-003
1.155000000E+001;2.577500000E+001;5.048936266E-003;-1.997983379E-002;-1.617500346E-003;1.393838972E-002;-3.569722706E-003
7.925000000E+000;2.215000000E+001;1.418625060E-002;-2.738744249E-002;-1.616545594E-003;4.575542837E-003;-2.008372673E-003
3.800000000E+000;2.052500000E+001;3.321620899E-002;-5.176874053E-002;-2.261768725E-003;9.041406188E-003;-4.529173490E-003
1.080000000E+001;2.565000000E+001;6.602539614E-003;-1.755500590E-002;-1.277979613E-003;1.165509796E-002;-3.643393503E-003
1.080000000E+001;2.577500000E+001;6.233081904E-003;-1.612013066E-002;-1.169208910E-003;1.162968328E-002;-3.510946042E-003
3.800000000E+000;2.065000000E+001;3.234619233E-002;-5.057041732E-002;-2.370483089E-003;9.008667055E-003;-4.463351013E-003
7.550000000E+000;2.240000000E+001;1.410465256E-002;-2.610540685E-002;-8.893661242E-004;4.383771892E-003;-5.702668717E-004
1.030000000E+001;1.790000000E+001;-1.055533585E-002;-1.131189283E-001;-1.676217899E-003;1.429429461E-002;-5.020506461E-003
1.105000000E+001;2.440000000E+001;7.640959915E-003;-3.475741767E-002;-2.490426284E-003;1.279597084E-002;-4.432747609E-003
3.425000000E+000;2.040000000E+001;3.484943968E-002;-5.185116553E-002;-2.051320632E-003;8.413715079E-003;-4.463741241E-003
1.005000000E+001;1.740000000E+001;-6.277316712E-003;-1.191573617E-001;-2.747949955E-003;1.411309859E-002;-4.584383426E-003
5.925000000E+000;1.740000000E+001;3.121343796E-002;-1.128712516E-001;-3.481291632E-003;1.235746551E-002;-4.779009443E-003
1.030000000E+001;1.802500000E+001;-1.127475510E-002;-1.114468021E-001;-1.478742076E-003;1.443636467E-002;-4.944444218E-003
9.800000000E+000;1.740000000E+001;-5.328443485E-003;-1.187563838E-001;-2.869246989E-003;1.470048606E-002;-4.095576819E-003
3.550000000E+000;2.365000000E+001;1.632795050E-002;-2.561479816E-002;-1.822119066E-003;7.475197800E-003;-2.322085209E-003
6.050000000E+000;1.740000000E+001;3.063048234E-002;-1.169252515E-001;-3.876923884E-003;1.135590329E-002;-5.375120537E-003
4.175000000E+000;2.402500000E+001;1.383472259E-002;-2.306306949E-002;-1.667594141E-003;7.355927227E-003;-1.983948773E-003
6.550000000E+000;2.177500000E+001;1.574724395E-002;-3.339841032E-002;-2.487848705E-003;5.076518407E-003;1.788935346E-003
9.925000000E+000;1.740000000E+001;-5.776099446E-003;-1.188927974E-001;-2.804770712E-003;1.441999450E-002;-4.376964064E-003
8.800000000E+000;2.015000000E+001;-3.103333276E-004;-4.930737235E-002;-5.466665196E-003;9.768968924E-003;-6.688743316E-003
3.050000000E+000;2.277500000E+001;2.107096353E-002;-3.186781055E-002;-2.074167788E-003;7.732959211E-003;-2.884752778E-003
1.180000000E+001;1.490000000E+001;-9.073151142E-004;-1.570944776E-001;-2.783874761E-003;1.062960636E-002;-3.610885982E-003
7.175000000E+000;2.090000000E+001;1.689478701E-002;-2.991766858E-002;-5.278685952E-003;4.444946478E-003;1.732369114E-003
3.800000000E+000;2.027500000E+001;3.488850703E-002;-5.408751683E-002;-2.011899587E-003;9.089629655E-003;-4.600561259E-003
8.925000000E+000;2.015000000E+001;-6.929732566E-004;-5.302275453E-002;-4.810979804E-003;1.124787745E-002;-6.003079594E-003
1.092500000E+001;2.577500000E+001;6.124993932E-003;-1.667813963E-002;-1.298531110E-003;1.200409662E-002;-3.582722058E-003
1.055000000E+001;1.465000000E+001;2.901228683E-003;-1.533026486E-001;-2.980166986E-003;9.995616893E-003;-2.216559858E-003
9.925000000E+000;1.815000000E+001;-1.190306350E-002;-1.079965948E-001;-1.399993291E-003;1.634332071E-002;-4.847206441E-003
3.925000000E+000;2.027500000E+001;3.466480431E-002;-5.447912471E-002;-2.036236692E-003;9.325574352E-003;-4.643946282E-003
6.675000000E+000;2.340000000E+001;1.239854476E-002;-2.448468497E-002;-4.726765544E-004;5.687234812E-003;1.483758659E-004
4.550000000E+000;1.265000000E+001;8.268459954E-003;-1.357651636E-001;-2.223680641E-003;9.188331250E-003;-4.783343206E-003
1.105000000E+001;2.577500000E+001;5.946091062E-003;-1.730563331E-002;-1.356761048E-003;1.237467420E-002;-3.579075994E-003
3.925000000E+000;2.040000000E+001;3.379244804E-002;-5.331967095E-002;-2.173517402E-003;9.287749741E-003;-4.608058620E-003
1.117500000E+001;1.490000000E+001;6.660090784E-004;-1.536868424E-001;-2.978995768E-003;1.048680146E-002;-3.167784035E-003
5.425000000E+000;1.340000000E+001;8.683525638E-003;-1.407684900E-001;-2.254306777E-003;8.370290380E-003;-4.711728440E-003
6.675000000E+000;2.352500000E+001;1.211153277E-002;-2.376417210E-002;-4.131613568E-004;5.753051899E-003;3.490807013E-005
1.067500000E+001;1.465000000E+001;2.392863867E-003;-1.539249373E-001;-2.952177537E-003;1.006899148E-002;-2.405565672E-003
1.117500000E+001;2.577500000E+001;5.772911876E-003;-1.786133588E-002;-1.416250998E-003;1.275294896E-002;-3.575910951E-003
4.425000000E+000;1.552500000E+001;2.177749901E-002;-1.051176722E-001;-3.708505496E-003;1.019079301E-002;-3.987432178E-003
3.925000000E+000;2.052500000E+001;3.288114466E-002;-5.209028308E-002;-2.299939851E-003;9.248332514E-003;-4.551239266E-003
5.675000000E+000;1.752500000E+001;3.365728607E-002;-1.038125547E-001;-2.408446830E-003;1.432178592E-002;-3.450303522E-003
3.675000000E+000;2.340000000E+001;1.719425013E-002;-2.755652255E-002;-1.948780547E-003;7.586655958E-003;-2.345250000E-003
5.550000000E+000;1.340000000E+001;8.393642155E-003;-1.424034015E-001;-2.144074152E-003;8.191333653E-003;-4.595047225E-003
4.300000000E+000;2.177500000E+001;2.339691448E-002;-4.125909908E-002;-2.980083228E-003;8.699676352E-003;-3.058672211E-003
1.192500000E+001;1.490000000E+001;-1.262021212E-003;-1.578006158E-001;-2.742921037E-003;1.065870570E-002;-3.687237928E-003
3.925000000E+000;2.065000000E+001;3.201350129E-002;-5.089659049E-002;-2.414563909E-003;9.200469361E-003;-4.474306982E-003
9.550000000E+000;2.677500000E+001;2.556869981E-003;-3.655990600E-003;1.462267096E-004;8.271581757E-003;-2.389587053E-003
5.800000000E+000;1.752500000E+001;3.328880327E-002;-1.074825670E-001;-2.602358196E-003;1.405709708E-002;-3.795184100E-003
4.175000000E+000;1.977500000E+001;3.750009349E-002;-6.027003632E-002;-1.402114509E-003;9.995088938E-003;-4.660604586E-003
3.425000000E+000;2.027500000E+001;3.565660584E-002;-5.285265920E-002;-1.944339292E-003;8.401628635E-003;-4.464578771E-003
5.550000000E+000;1.877500000E+001;4.303595648E-002;-7.853727529E-002;-1.475050098E-003;1.773632068E-002;-3.859985627E-003
4.425000000E+000;1.165000000E+001;5.056105805E-003;-1.434400782E-001;-1.535514117E-003;9.016832589E-003;-4.485596301E-003
9.425000000E+000;2.265000000E+001;1.135944035E-002;-3.796374832E-002;-3.081999884E-003;9.388308517E-003;-5.141513495E-003
1.067500000E+001;2.590000000E+001;6.015922049E-003;-1.420236128E-002;-9.472913384E-004;1.122950903E-002;-3.324762255E-003
1.055000000E+001;1.390000000E+001;3.075320027E-003;-1.608971007E-001;-2.412948322E-003;9.518479684E-003;-1.922002312E-003
3.550000000E+000;2.352500000E+001;1.686551384E-002;-2.653899717E-002;-1.877235848E-003;7.526411801E-003;-2.356201966E-003
1.092500000E+001;2.590000000E+001;5.795931658E-003;-1.520067693E-002;-1.187541775E-003;1.197918945E-002;-3.445031131E-003
3.550000000E+000;2.377500000E+001;1.586156595E-002;-2.471108373E-002;-1.771100605E-003;7.426887745E-003;-2.292714947E-003
4.425000000E+000;1.177500000E+001;5.545391947E-003;-1.422929648E-001;-1.629386435E-003;9.035103845E-003;-4.524087294E-003
9.425000000E+000;2.277500000E+001;1.145982332E-002;-3.677346295E-002;-2.900958828E-003;9.311166227E-003;-5.042055726E-003
1.067500000E+001;2.627500000E+001;4.717104225E-003;-1.012681675E-002;-6.333056470E-004;1.113425420E-002;-2.930573430E-003
1.105000000E+001;2.590000000E+001;5.615859312E-003;-1.577589912E-002;-1.244120767E-003;1.235148684E-002;-3.439400312E-003
1.055000000E+001;1.402500000E+001;3.053599457E-003;-1.597207573E-001;-2.500899175E-003;9.588805048E-003;-1.954449018E-003
3.550000000E+000;2.390000000E+001;1.541700350E-002;-2.377500764E-002;-1.721362269E-003;7.377945956E-003;-2.268299641E-003
9.050000000E+000;1.265000000E+001;4.106890191E-003;-1.670578574E-001;-9.253408909E-004;8.043212785E-003;-5.288217722E-004
4.425000000E+000;1.190000000E+001;5.983825656E-003;-1.411435934E-001;-1.752335341E-003;9.123896452E-003;-4.577268509E-003
1.080000000E+001;2.627500000E+001;4.654450703E-003;-1.043351580E-002;-7.301353440E-004;1.151318079E-002;-2.966943233E-003
1.117500000E+001;2.590000000E+001;5.375135003E-003;-1.632540670E-002;-1.301789074E-003;1.273203699E-002;-3.433963890E-003
1.055000000E+001;1.415000000E+001;3.056133712E-003;-1.584659004E-001;-2.591601658E-003;9.662818870E-003;-1.991703525E-003
3.675000000E+000;2.390000000E+001;1.520039857E-002;-2.386170025E-002;-1.725484551E-003;7.387489633E-003;-2.221695770E-003
1.092500000E+001;2.627500000E+001;4.560162718E-003;-1.076329773E-002;-8.473291035E-004;1.189854622E-002;-3.019673973E-003
1.130000000E+001;2.590000000E+001;5.212478212E-003;-1.691077508E-002;-1.364386206E-003;1.312138132E-002;-3.427459177E-003
4.550000000E+000;2.227500000E+001;1.997741854E-002;-3.691607625E-002;-2.862336270E-003;8.284040495E-003;-2.261663009E-003
1.017500000E+001;2.077500000E+001;-3.946219555E-004;-7.262328469E-002;-3.887649072E-003;1.311529227E-002;-3.755803143E-003
3.800000000E+000;2.390000000E+001;1.504641159E-002;-2.386190962E-002;-1.725913159E-003;7.394455820E-003;-2.172966972E-003
1.067500000E+001;1.390000000E+001;2.745299493E-003;-1.614531470E-001;-2.413457024E-003;9.589296521E-003;-2.079457331E-003
1.055000000E+001;2.590000000E+001;6.091232466E-003;-1.373236048E-002;-8.367894294E-004;1.086355082E-002;-3.282866614E-003
1.142500000E+001;2.590000000E+001;5.051584664E-003;-1.756908396E-002;-1.431567078E-003;1.352053770E-002;-3.422671618E-003
1.105000000E+001;2.602500000E+001;5.263229676E-003;-1.417482289E-002;-1.130488050E-003;1.232523010E-002;-3.297828304E-003
5.300000000E+000;1.327500000E+001;8.644880203E-003;-1.401897366E-001;-2.261259139E-003;8.524268166E-003;-4.738605236E-003
1.105000000E+001;2.627500000E+001;4.424973176E-003;-1.108580336E-002;-8.964906652E-004;1.227432331E-002;-3.005610558E-003
9.550000000E+000;2.690000000E+001;1.890971156E-003;-2.620033342E-003;1.491452577E-004;8.252755681E-003;-2.327691726E-003
3.925000000E+000;2.390000000E+001;1.475296901E-002;-2.390660381E-002;-1.726642961E-003;7.398843257E-003;-2.120850423E-003
1.067500000E+001;1.402500000E+001;2.731139705E-003;-1.602374440E-001;-2.497206693E-003;9.661344683E-003;-2.117339363E-003
1.117500000E+001;2.602500000E+001;5.062905363E-003;-1.466877147E-002;-1.186288633E-003;1.270762084E-002;-3.289688695E-003
7.300000000E+000;1.052500000E+001;4.694809294E-004;-1.777544742E-001;-4.501036835E-005;7.435687327E-003;-1.331632064E-003
5.300000000E+000;1.340000000E+001;9.053819632E-003;-1.390495401E-001;-2.357744341E-003;8.542107432E-003;-4.802077864E-003
1.055000000E+001;2.577500000E+001;6.500688437E-003;-1.505149123E-002;-9.395370795E-004;1.089466346E-002;-3.410475948E-003
3.550000000E+000;2.027500000E+001;3.540038569E-002;-5.323652729E-002;-1.970318213E-003;8.627668436E-003;-4.510458140E-003
1.067500000E+001;1.415000000E+001;2.704685638E-003;-1.590086414E-001;-2.583846270E-003;9.736635936E-003;-2.160231137E-003
1.130000000E+001;2.602500000E+001;4.892700284E-003;-1.520346190E-002;-1.247114779E-003;1.309956726E-002;-3.280092071E-003
1.042500000E+001;2.602500000E+001;5.721707958E-003;-1.197082419E-002;-6.411764369E-004;1.047344378E-002;-3.123928389E-003
5.425000000E+000;1.327500000E+001;8.331864940E-003;-1.418460970E-001;-2.157422935E-003;8.358081311E-003;-4.641716571E-003
1.092500000E+001;2.602500000E+001;5.393861595E-003;-1.367734570E-002;-1.075814298E-003;1.195179668E-002;-3.305767957E-003
1.067500000E+001;2.577500000E+001;6.365401535E-003;-1.555080876E-002;-1.053997061E-003;1.125914919E-002;-3.455858803E-003
1.030000000E+001;2.577500000E+001;6.613819258E-003;-1.412111465E-002;-7.311498712E-004;1.019788153E-002;-3.331252299E-003
7.800000000E+000;1.240000000E+001;4.361685157E-003;-1.657696890E-001;-2.881660526E-004;7.212472156E-003;-6.390486546E-004
4.050000000E+000;2.377500000E+001;1.506500459E-002;-2.487057774E-002;-1.780778704E-003;7.450711519E-003;-2.082682666E-003
1.042500000E+001;2.590000000E+001;6.174807397E-003;-1.326459992E-002;-7.363997426E-004;1.050862001E-002;-3.246768244E-003
1.067500000E+001;2.602500000E+001;5.579647694E-003;-1.281933869E-002;-8.414803386E-004;1.119647500E-002;-3.193344073E-003
1.017500000E+001;2.602500000E+001;5.833029431E-003;-1.124645661E-002;-4.600162763E-004;9.802960687E-003;-3.061183491E-003
1.080000000E+001;2.590000000E+001;5.918715704E-003;-1.469144599E-002;-1.059664875E-003;1.160200222E-002;-3.376663207E-003
5.550000000E+000;1.327500000E+001;8.007242595E-003;-1.434208107E-001;-2.047265323E-003;8.185298528E-003;-4.519316781E-003
9.300000000E+000;2.265000000E+001;1.167878094E-002;-3.644316421E-002;-2.919435758E-003;8.960935092E-003;-5.069181109E-003
3.675000000E+000;2.352500000E+001;1.664936210E-002;-2.662262196E-002;-1.888777699E-003;7.536973599E-003;-2.305407948E-003
7.550000000E+000;1.340000000E+001;6.379393670E-003;-1.582338479E-001;-4.783426451E-004;6.565751378E-003;-6.985631946E-004
1.067500000E+001;2.615000000E+001;5.161129852E-003;-1.149258483E-002;-7.370369416E-004;1.116690888E-002;-3.061726998E-003
1.042500000E+001;2.577500000E+001;6.546443649E-003;-1.459370676E-002;-8.342366212E-004;1.054042095E-002;-3.370567623E-003
1.017500000E+001;2.615000000E+001;5.346243301E-003;-1.006008960E-002;-3.817897815E-004;9.774073253E-003;-2.949480090E-003
1.080000000E+001;2.602500000E+001;5.477576523E-003;-1.324816610E-002;-9.501131885E-004;1.157152343E-002;-3.241333880E-003
7.175000000E+000;2.302500000E+001;1.301507277E-002;-2.474854792E-002;-2.935188731E-004;4.986751724E-003;4.267584669E-005
3.675000000E+000;2.365000000E+001;1.611135911E-002;-2.572732983E-002;-1.830929437E-003;7.485234493E-003;-2.272306895E-003
1.105000000E+001;2.640000000E+001;3.968640937E-003;-9.641144512E-003;-7.756538574E-004;1.224582389E-002;-2.856148545E-003
1.080000000E+001;2.615000000E+001;5.081111377E-003;-1.182363357E-002;-8.404457784E-004;1.154407833E-002;-3.104438686E-003
1.017500000E+001;2.627500000E+001;4.887014745E-003;-8.888111787E-003;-3.079562009E-004;9.744759630E-003;-2.841038614E-003
7.675000000E+000;1.340000000E+001;6.301432024E-003;-1.586412365E-001;-4.770480180E-004;6.620960700E-003;-5.042197209E-004
1.042500000E+001;2.090000000E+001;-5.251006487E-004;-7.411948599E-002;-3.739314198E-003;1.306445649E-002;-3.415122998E-003
1.005000000E+001;2.590000000E+001;6.334172310E-003;-1.206954774E-002;-4.463974847E-004;9.516652737E-003;-3.139257201E-003
1.092500000E+001;2.615000000E+001;4.995121684E-003;-1.219039062E-002;-9.625583106E-004;1.192682823E-002;-3.163444977E-003
1.042500000E+001;2.565000000E+001;6.902249205E-003;-1.585899760E-002;-9.342083890E-004;1.057163307E-002;-3.494731939E-003
1.017500000E+001;2.590000000E+001;6.322184475E-003;-1.246173029E-002;-5.432625716E-004;9.835964686E-003;-3.175203778E-003
4.800000000E+000;1.352500000E+001;1.079178706E-002;-1.309973420E-001;-2.734758841E-003;9.168665941E-003;-4.975483362E-003
7.800000000E+000;1.340000000E+001;6.324647785E-003;-1.588866323E-001;-4.916220531E-004;6.693602618E-003;-3.364001401E-004
3.175000000E+000;1.215000000E+001;9.559129168E-003;-1.221212000E-001;-2.127917211E-003;9.547274289E-003;-4.490415457E-003
1.005000000E+001;2.577500000E+001;6.770140173E-003;-1.323340785E-002;-5.280963457E-004;9.545906274E-003;-3.251508524E-003
1.105000000E+001;2.615000000E+001;4.873123443E-003;-1.258596219E-002;-1.014718883E-003;1.230155668E-002;-3.152601483E-003
1.017500000E+001;2.640000000E+001;4.353168550E-003;-7.704446291E-003;-2.386554123E-004;9.714101786E-003;-2.735362576E-003
2.800000000E+000;2.540000000E+001;1.047956830E-002;-1.246061132E-002;-1.285743343E-003;6.829551610E-003;-2.489197105E-003
